#SPECIES-NAME,  TRANSITION-TYPE,  N-LEVEL,  FREQUENCY-[MHZ]
3HeI  alpha  535  42.83988684349828
3HeI  alpha  536  42.600780774973636
3HeI  alpha  537  42.363450793533445
3HeI  alpha  538  42.12788043870964
3HeI  alpha  539  41.89405343277148
3HeI  alpha  540  41.66195367833511
3HeI  alpha  541  41.431565256063614
3HeI  alpha  542  41.20287242235595
3HeI  alpha  543  40.97585960709302
3HeI  alpha  544  40.75051141141988
3HeI  alpha  545  40.52681260553644
3HeI  alpha  546  40.304748126549335
3HeI  alpha  547  40.08430307633219
3HeI  alpha  548  39.86546271943611
3HeI  alpha  549  39.648212481013964
3HeI  alpha  550  39.432537944782396
3HeI  alpha  551  39.21842485102141
3HeI  alpha  552  39.00585909457533
3HeI  alpha  553  38.79482672292759
3HeI  alpha  554  38.58531393425331
3HeI  alpha  555  38.37730707554279
3HeI  alpha  556  38.170792640712584
3HeI  alpha  557  37.96575726878895
3HeI  alpha  558  37.762187742069
3HeI  alpha  559  37.56007098434603
3HeI  alpha  560  37.35939405914303
3HeI  alpha  561  37.160144167964496
3HeI  alpha  562  36.96230864859686
3HeI  alpha  563  36.76587497340762
3HeI  alpha  564  36.57083074768616
3HeI  alpha  565  36.37716370799583
3HeI  alpha  566  36.18486172055658
3HeI  alpha  567  35.99391277964996
3HeI  alpha  568  35.804305006047684
3HeI  alpha  569  35.61602664545152
3HeI  alpha  570  35.4290660669692
3HeI  alpha  571  35.24341176160581
3HeI  alpha  572  35.05905234076902
3HeI  alpha  573  34.87597653481475
3HeI  alpha  574  34.69417319158725
3HeI  alpha  575  34.513631275000975
3HeI  alpha  576  34.334339863625274
3HeI  alpha  577  34.15628814931358
3HeI  alpha  578  33.979465435811804
3HeI  alpha  579  33.80386113742934
3HeI  alpha  580  33.62946477769755
3HeI  alpha  581  33.456265988057545
3HeI  alpha  582  33.284254506572985
3HeI  alpha  583  33.11342017664151
3HeI  alpha  584  32.94375294574935
3HeI  alpha  585  32.775242864216224
3HeI  alpha  586  32.60788008397357
3HeI  alpha  587  32.44165485736381
3HeI  alpha  588  32.276557535940874
3HeI  alpha  589  32.112578569290335
